project_id,deployment_id,image_id,sequence_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,age,sex,animal_recognizable,individual_id,number_of_objects,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,fuzzed,deployment_fuzzed
2002681,1c7745b0-c67b-48e8-920b-f547d9cbc908,d76dea87-08ca-4413-a0e6-1f253c1f77d7,,01060053.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/d76dea87-08ca-4413-a0e6-1f253c1f77d7,,Jessica Pacheco,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2020-01-06 22:13:16,,,,,1,,,false,,,CC-BY,true,false
2002681,af1868f3-d47d-4035-9d8a-21b7dc39ea5a,aa695fa1-150a-4f7c-b996-81c3e1889361,,12090052.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/aa695fa1-150a-4f7c-b996-81c3e1889361,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-09 14:32:26,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,81d7307d-0fd2-427a-8e75-e3082d951d00,,02280519.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/81d7307d-0fd2-427a-8e75-e3082d951d00,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-02-28 09:07:47,,,,,1,,,false,,,CC-BY,true,false
2002681,d0a07991-24b7-4880-8655-d0f0e838e5bd,2ce98c08-1557-46ac-ad04-21dd0baf8139,,12180047.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/2ce98c08-1557-46ac-ad04-21dd0baf8139,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-18 07:45:35,,,,,1,,,false,,,CC-BY,true,false
2002681,af1868f3-d47d-4035-9d8a-21b7dc39ea5a,86a7d4af-3495-45c1-af9f-0114f1146dd1,,12080040.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/86a7d4af-3495-45c1-af9f-0114f1146dd1,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2019-12-08 02:02:14,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,848bcfa4-1245-44da-9556-15cb62e3a3ad,,01100252.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/848bcfa4-1245-44da-9556-15cb62e3a3ad,,Jessica Pacheco,936b55fb-1347-4dc9-8478-69799f5e877f,Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,Western Mountain Coati,,2020-01-10 20:06:03,,,,,1,,,false,,,CC-BY,true,false
2002681,e9e3ce2f-30b9-4129-a37b-fcd0c16d7653,b87190b1-0307-45a6-bbbf-8187dd5bcdee,,12230024.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/b87190b1-0307-45a6-bbbf-8187dd5bcdee,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-23 12:37:30,,,,,1,,,false,,,CC-BY,true,false
2002681,af1868f3-d47d-4035-9d8a-21b7dc39ea5a,3877bc6b-a946-4e9b-ab74-49df92ed3a69,,12080046.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/3877bc6b-a946-4e9b-ab74-49df92ed3a69,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2019-12-08 02:03:04,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,a1f188d2-90b0-4bf7-9521-8ad387f02e47,,01130285.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/a1f188d2-90b0-4bf7-9521-8ad387f02e47,,Jessica Pacheco,c5ae795b-300f-4cc7-99f7-e2c2d2810a87,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Northern Tiger Cat,,2020-01-13 05:20:56,,,,,1,,,false,,,CC-BY,true,false
2002681,1c7745b0-c67b-48e8-920b-f547d9cbc908,1f184466-14ee-4594-9155-5f9cdd058ae8,,12290045.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/1f184466-14ee-4594-9155-5f9cdd058ae8,,Jessica Pacheco,89d41ec3-af8a-438a-86dd-4a6cb1819f07,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern Tamandua,,2019-12-29 22:16:52,,,,,1,,,false,,,CC-BY,true,false
2002681,af1868f3-d47d-4035-9d8a-21b7dc39ea5a,ce557394-fb73-4f77-807d-651c2befb1cc,,12080042.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/ce557394-fb73-4f77-807d-651c2befb1cc,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2019-12-08 02:02:57,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,0c015b71-1729-4657-8c51-2fc9ef6fbcbe,,12070044.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/0c015b71-1729-4657-8c51-2fc9ef6fbcbe,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-07 10:29:51,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,519dc05d-38dd-4970-a50d-f1d9c868a53f,,01060063.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/519dc05d-38dd-4970-a50d-f1d9c868a53f,,Jessica Pacheco,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2020-01-06 19:14:23,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,aed24cff-47b3-4b6a-8e31-25d094e24428,,01060072.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/aed24cff-47b3-4b6a-8e31-25d094e24428,,Jessica Pacheco,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2020-01-06 19:15:47,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,8fb1325a-b9f3-4070-987e-e5e701acff6a,,01070129.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/8fb1325a-b9f3-4070-987e-e5e701acff6a,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-07 17:41:51,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,68f6e535-71d8-421c-824c-b7b691c534c5,,01070125.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/68f6e535-71d8-421c-824c-b7b691c534c5,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-07 17:40:44,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,a060884d-39fc-4334-b795-2b7659f1d183,,01010184.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/a060884d-39fc-4334-b795-2b7659f1d183,,Jessica Pacheco,936b55fb-1347-4dc9-8478-69799f5e877f,Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,Western Mountain Coati,,2020-01-01 01:58:07,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,9cf67483-be29-4eb7-b5ce-9f7c25e3fc6c,,01020189.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/9cf67483-be29-4eb7-b5ce-9f7c25e3fc6c,,Jessica Pacheco,1cba8403-375b-4719-8099-daa4712cf386,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed Squirrel,,2020-01-02 11:18:51,,,,,1,,,false,,,CC-BY,true,false
2002681,cca18f64-9ef1-406b-8924-360fa56ff3e4,08aa9742-b0fc-4f65-b3d0-c7fe339848bf,,04030126.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/08aa9742-b0fc-4f65-b3d0-c7fe339848bf,,Jessica Pacheco,936b55fb-1347-4dc9-8478-69799f5e877f,Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,Western Mountain Coati,,2020-04-03 21:18:22,,,,,1,,,false,,,CC-BY,true,false
2002681,cca18f64-9ef1-406b-8924-360fa56ff3e4,66c3472f-3596-437b-9f60-a2866abc46cb,,04030122.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/66c3472f-3596-437b-9f60-a2866abc46cb,,Jessica Pacheco,936b55fb-1347-4dc9-8478-69799f5e877f,Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,Western Mountain Coati,,2020-04-03 21:17:42,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,cad79613-8470-4e0f-8a80-21d180df5bd5,,01070088.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/cad79613-8470-4e0f-8a80-21d180df5bd5,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-07 13:37:31,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,f9c21eec-5e7c-48f9-96b2-76006d0c6f01,,01070092.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/f9c21eec-5e7c-48f9-96b2-76006d0c6f01,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-07 13:37:39,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,ae134338-fd10-4b72-a958-741a3b0a047e,,01070103.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/ae134338-fd10-4b72-a958-741a3b0a047e,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-07 14:03:19,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,a188e9f4-955b-43f2-83cf-9fda48db006b,,01080142.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/a188e9f4-955b-43f2-83cf-9fda48db006b,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-08 09:18:54,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,e98a80f8-e60a-4ead-a0ca-a9dec8381d91,,01080159.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/e98a80f8-e60a-4ead-a0ca-a9dec8381d91,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-08 09:20:51,,,,,1,,,false,,,CC-BY,true,false
2002681,5e5ce9b4-89a7-4233-8eda-74552d4956b4,c766b8a1-4dbd-49b9-9a9e-e78e8a09cea2,,01080155.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/c766b8a1-4dbd-49b9-9a9e-e78e8a09cea2,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-08 09:20:40,,,,,1,,,false,,,CC-BY,true,false
2002681,d0a07991-24b7-4880-8655-d0f0e838e5bd,5a11f6a6-8237-4c8d-a082-65cb84d84636,,02220682.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/5a11f6a6-8237-4c8d-a082-65cb84d84636,,Jessica Pacheco,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2020-02-22 03:51:17,,,,,1,,,false,,,CC-BY,true,false
2002681,d0a07991-24b7-4880-8655-d0f0e838e5bd,6a02cc4c-d16e-4d6a-96a5-a90f24f88ba3,,12180042.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/6a02cc4c-d16e-4d6a-96a5-a90f24f88ba3,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-18 07:45:20,,,,,1,,,false,,,CC-BY,true,false
2002681,7b7bf1b1-4705-4758-952d-96d5723e56ee,43bc0bb8-be19-46da-961a-270a55765593,,01120094.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/43bc0bb8-be19-46da-961a-270a55765593,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2020-01-12 23:30:15,,,,,1,,,false,,,CC-BY,true,false
2002681,7b7bf1b1-4705-4758-952d-96d5723e56ee,9c81e140-ee18-4e65-b00f-bb3a4b68683f,,12260066.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/9c81e140-ee18-4e65-b00f-bb3a4b68683f,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2019-12-26 09:01:17,,,,,1,,,false,,,CC-BY,true,false
2002681,7b7bf1b1-4705-4758-952d-96d5723e56ee,4799aaab-6e00-4383-85bc-34a0ce2989a1,,01130097.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/4799aaab-6e00-4383-85bc-34a0ce2989a1,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2020-01-13 09:56:22,,,,,1,,,false,,,CC-BY,true,false
2002681,40e5f67f-c707-410b-a7e8-a51c2ec208ff,6020b743-6583-4254-bbc4-a240d60962f6,,01160291.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/6020b743-6583-4254-bbc4-a240d60962f6,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-16 18:04:58,,,,,1,,,false,,,CC-BY,true,false
2002681,3ea31247-1b52-49a2-a798-756c6f9cc7da,a1c2ff6b-6305-474c-b01b-b21dfbdb9b64,,12190086.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/a1c2ff6b-6305-474c-b01b-b21dfbdb9b64,,Jessica Pacheco,c5ae795b-300f-4cc7-99f7-e2c2d2810a87,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Northern Tiger Cat,,2019-12-19 00:30:18,,,,,1,,,false,,,CC-BY,true,false
2002681,50119aab-2d96-4bb2-af9a-5d8f165a36f5,59c6a040-ae0f-494b-b29a-a5c302402afb,,01030059.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/59c6a040-ae0f-494b-b29a-a5c302402afb,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-03 12:41:20,,,,,1,,,false,,,CC-BY,true,false
2002681,3ea31247-1b52-49a2-a798-756c6f9cc7da,f6f1ab40-ae97-4b52-9de7-9ddc6b42cd6d,,12190088.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/f6f1ab40-ae97-4b52-9de7-9ddc6b42cd6d,,Jessica Pacheco,c5ae795b-300f-4cc7-99f7-e2c2d2810a87,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Northern Tiger Cat,,2019-12-19 00:30:20,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,38138854-70eb-40f7-a578-715aeb8c9629,,01120245.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/38138854-70eb-40f7-a578-715aeb8c9629,,Jessica Pacheco,796a6de7-4ce1-4bba-9d97-72597f3a5763,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,,2020-01-12 14:14:16,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,05c85e31-ba1a-40c2-a850-4030d3719a19,,01250293.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/05c85e31-ba1a-40c2-a850-4030d3719a19,,Jessica Pacheco,6d0d096e-79b8-4fbe-90e1-044e41e24c2c,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,,2020-01-25 12:03:10,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,1e8fa5c9-3d18-4b41-aea7-6774a12371b0,,01250294.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/1e8fa5c9-3d18-4b41-aea7-6774a12371b0,,Jessica Pacheco,6d0d096e-79b8-4fbe-90e1-044e41e24c2c,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,,2020-01-25 12:03:10,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,2c0b673f-10cf-44db-8527-fb0f3cdc735b,,02070364.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/2c0b673f-10cf-44db-8527-fb0f3cdc735b,,Jessica Pacheco,d62cd43d-a519-4cd5-aef2-b76ae4bd16c1,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black Agouti,,2020-02-07 15:28:42,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,b5a95b77-83b6-44c7-8d71-15da0242bbfd,,02070365.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/b5a95b77-83b6-44c7-8d71-15da0242bbfd,,Jessica Pacheco,d62cd43d-a519-4cd5-aef2-b76ae4bd16c1,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black Agouti,,2020-02-07 15:28:43,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,d98b7b59-4c6f-4a0d-8c51-a30460db810b,,02070358.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/d98b7b59-4c6f-4a0d-8c51-a30460db810b,,Jessica Pacheco,d62cd43d-a519-4cd5-aef2-b76ae4bd16c1,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black Agouti,,2020-02-07 15:27:56,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,6e2f287c-e219-40c6-89ab-4dbf0077b6d4,,02070359.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/6e2f287c-e219-40c6-89ab-4dbf0077b6d4,,Jessica Pacheco,d62cd43d-a519-4cd5-aef2-b76ae4bd16c1,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black Agouti,,2020-02-07 15:27:57,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,7a90fe65-7870-4606-ae02-b20413a6c809,,02200394.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/7a90fe65-7870-4606-ae02-b20413a6c809,,Jessica Pacheco,89d41ec3-af8a-438a-86dd-4a6cb1819f07,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern Tamandua,,2020-02-20 22:57:44,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,cd7fe845-e921-4758-87a5-af316225ceb4,,02200396.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/cd7fe845-e921-4758-87a5-af316225ceb4,,Jessica Pacheco,89d41ec3-af8a-438a-86dd-4a6cb1819f07,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern Tamandua,,2020-02-20 22:57:45,,,,,1,,,false,,,CC-BY,true,false
2002681,235ae8b3-c867-47c3-bb14-014c693c5b46,e8da01b4-e320-458c-9733-e1f6697fff93,,02200395.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/e8da01b4-e320-458c-9733-e1f6697fff93,,Jessica Pacheco,89d41ec3-af8a-438a-86dd-4a6cb1819f07,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern Tamandua,,2020-02-20 22:57:45,,,,,1,,,false,,,CC-BY,true,false
2002681,af1868f3-d47d-4035-9d8a-21b7dc39ea5a,f1bd8eef-6e71-4da1-85cd-6e4f3ecf798e,,12280094.JPG,https://app.wildlifeinsights.org/download/2007748/project/2002681/data-files/f1bd8eef-6e71-4da1-85cd-6e4f3ecf798e,,Jessica Pacheco,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,,2019-12-28 22:59:27,,,,,1,,,false,,,CC-BY,true,false
